page_code,page_number,domain_ID,book_components,part,topic,table_name
pc0926,909,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出4-2
pc0927,910,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出4-3
pc0928,911,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出4-3
pc0929,912,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出4-4
pc0930,913,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出4-4
pc0931,914,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出5-1
pc0932,915,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出5-1
pc0933,916,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出5-2
pc0934,917,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出5-2
pc0935,918,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出5-3
pc0936,919,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出5-3
pc0937,920,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出6
pc0938,921,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸出6
pc0939,922,16,本編,産業-経済,外国貿易,函館港品目別輸出1
pc0940,923,16,本編,産業-経済,外国貿易,函館港品目別輸出1
pc0941,924,16,本編,産業-経済,外国貿易,函館港品目別輸出2
pc0942,925,16,本編,産業-経済,外国貿易,函館港品目別輸出2
pc0943,926,16,本編,産業-経済,外国貿易,函館港品目別輸出2
pc0944,927,16,本編,産業-経済,外国貿易,函館港品目別輸出2
pc0945,928,16,本編,産業-経済,外国貿易,函館港品目別輸出3
pc0946,929,16,本編,産業-経済,外国貿易,函館港品目別輸出3
pc0947,930,16,本編,産業-経済,外国貿易,函館港品目別輸出3
pc0948,931,16,本編,産業-経済,外国貿易,函館港品目別輸出3
pc0949,932,16,本編,産業-経済,外国貿易,函館港品目別輸出3
pc0950,933,16,本編,産業-経済,外国貿易,函館港品目別輸出3
pc0951,934,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入1
pc0952,935,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入1
pc0953,936,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入2-1
pc0954,937,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入2-1
pc0955,938,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入2-2
pc0956,939,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入2-2
pc0957,940,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-1
pc0958,941,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-1
pc0959,942,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-1
pc0960,943,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-1
pc0961,944,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-2
pc0962,945,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-2
pc0963,946,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-2
pc0964,947,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-2
pc0965,948,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-3
pc0966,949,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-3
pc0967,950,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-3
pc0968,951,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入3-3
pc0969,952,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入4
pc0970,953,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入4
pc0971,954,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入4
pc0972,955,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入4
pc0973,956,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入4
pc0974,957,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入4
pc0975,958,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入5-1
pc0976,959,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入5-1
pc0977,960,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入5-2
pc0978,961,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入5-2
pc0979,962,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入5-3
pc0980,963,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入5-3
pc0981,964,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入6-1
pc0982,965,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入6-1
pc0983,966,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入6-2
pc0984,967,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入6-2
pc0985,968,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入7
pc0986,969,16,本編,産業-経済,外国貿易,函館港普通貿易-品目別輸入7
pc0987,970,16,本編,産業-経済,外国貿易,函館港品目別輸入1
pc0988,971,16,本編,産業-経済,外国貿易,函館港品目別輸入1
pc0989,972,16,本編,産業-経済,外国貿易,函館港品目別輸入2
pc0990,973,16,本編,産業-経済,外国貿易,函館港品目別輸入2
pc0991,974,16,本編,産業-経済,外国貿易,函館港品目別輸入2
pc0992,975,16,本編,産業-経済,外国貿易,函館港品目別輸入2
pc0993,976,16,本編,産業-経済,外国貿易,函館港品目別輸入3
pc0994,977,16,本編,産業-経済,外国貿易,函館港品目別輸入3
pc0995,978,16,本編,産業-経済,外国貿易,函館港品目別輸入3
pc0996,979,16,本編,産業-経済,外国貿易,函館港品目別輸入3
pc0997,980,16,本編,産業-経済,外国貿易,函館港品目別輸入4
pc0998,981,16,本編,産業-経済,外国貿易,函館港品目別輸入4
pc0999,982,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出1
pc1000,983,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出1
pc1001,984,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出2
pc1002,985,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出2
pc1003,986,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出3-1
pc1004,987,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出3-1
pc1005,988,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出3-2
pc1006,989,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出3-2
pc1007,990,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出3-3
pc1008,991,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出3-3
pc1009,992,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出4-1
pc1010,993,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出4-1
pc1011,994,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出4-2
pc1012,995,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出4-2
pc1013,996,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出4-3
pc1014,997,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸出4-3
pc1015,998,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入1
pc1016,999,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入1
pc1017,1000,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入2-1
pc1018,1001,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入2-1
pc1019,1002,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入2-2
pc1020,1003,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入2-2
pc1021,1004,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入3
pc1022,1005,16,本編,産業-経済,外国貿易,函館港漁業貿易-品目別輸入3
pc1023,1006,16,本編,産業-経済,外国貿易,函館港国別輸出1
pc1024,1007,16,本編,産業-経済,外国貿易,函館港国別輸出1
pc1025,1008,16,本編,産業-経済,外国貿易,函館港国別輸出1
pc1026,1009,16,本編,産業-経済,外国貿易,函館港国別輸出1
pc1027,1010,16,本編,産業-経済,外国貿易,函館港国別輸出2
pc1028,1011,16,本編,産業-経済,外国貿易,函館港国別輸出2
pc1029,1012,16,本編,産業-経済,外国貿易,函館港国別輸出3
pc1030,1013,16,本編,産業-経済,外国貿易,函館港国別輸出4
pc1031,1014,16,本編,産業-経済,外国貿易,函館港国別輸入1
pc1032,1015,16,本編,産業-経済,外国貿易,函館港国別輸入1
pc1033,1016,16,本編,産業-経済,外国貿易,函館港国別輸入1
pc1034,1017,16,本編,産業-経済,外国貿易,函館港国別輸入1
pc1035,1018,16,本編,産業-経済,外国貿易,函館港国別輸入2
pc1036,1019,16,本編,産業-経済,外国貿易,函館港国別輸入2
pc1037,1020,16,本編,産業-経済,外国貿易,函館港国別輸入3
pc1038,1021,16,本編,産業-経済,外国貿易,函館港国別輸入4
pc1039,1022,17,本編,産業-経済,物価-賃金,明治16年卸売物価
pc1040,1023,17,本編,産業-経済,物価-賃金,卸売物価1
pc1041,1024,17,本編,産業-経済,物価-賃金,卸売物価2-1
pc1042,1025,17,本編,産業-経済,物価-賃金,卸売物価2-1
pc1043,1026,17,本編,産業-経済,物価-賃金,卸売物価2-2
pc1044,1027,17,本編,産業-経済,物価-賃金,卸売物価2-2
pc1045,1028,17,本編,産業-経済,物価-賃金,卸売物価2-3
pc1046,1029,17,本編,産業-経済,物価-賃金,卸売物価2-3
pc1047,1030,17,本編,産業-経済,物価-賃金,卸売物価3-1
pc1048,1031,17,本編,産業-経済,物価-賃金,卸売物価3-1
pc1049,1032,17,本編,産業-経済,物価-賃金,卸売物価3-2
pc1050,1033,17,本編,産業-経済,物価-賃金,卸売物価3-2
pc1051,1034,17,本編,産業-経済,物価-賃金,卸売物価3-3
pc1052,1035,17,本編,産業-経済,物価-賃金,卸売物価3-3
pc1053,1036,17,本編,産業-経済,物価-賃金,卸売物価3-4
pc1054,1037,17,本編,産業-経済,物価-賃金,卸売物価3-4
pc1055,1038,17,本編,産業-経済,物価-賃金,卸売物価3-5
pc1056,1039,17,本編,産業-経済,物価-賃金,卸売物価3-5
pc1057,1040,17,本編,産業-経済,物価-賃金,卸売物価3-6
pc1058,1041,17,本編,産業-経済,物価-賃金,卸売物価3-6
pc1059,1042,17,本編,産業-経済,物価-賃金,卸売物価3-7
pc1060,1043,17,本編,産業-経済,物価-賃金,卸売物価3-7
pc1061,1044,17,本編,産業-経済,物価-賃金,卸売物価3-8
pc1062,1045,17,本編,産業-経済,物価-賃金,卸売物価3-8
pc1063,1046,17,本編,産業-経済,物価-賃金,卸売物価3-9
pc1064,1047,17,本編,産業-経済,物価-賃金,卸売物価3-9
pc1065,1048,17,本編,産業-経済,物価-賃金,卸売物価4-1
pc1066,1049,17,本編,産業-経済,物価-賃金,卸売物価4-1
pc1067,1050,17,本編,産業-経済,物価-賃金,卸売物価4-2
pc1068,1051,17,本編,産業-経済,物価-賃金,卸売物価4-2
pc1069,1052,17,本編,産業-経済,物価-賃金,卸売物価4-3
pc1070,1053,17,本編,産業-経済,物価-賃金,卸売物価4-3
pc1071,1054,17,本編,産業-経済,物価-賃金,卸売物価4-4
pc1072,1055,17,本編,産業-経済,物価-賃金,卸売物価4-4
pc1073,1056,17,本編,産業-経済,物価-賃金,卸売物価4-5
pc1074,1057,17,本編,産業-経済,物価-賃金,卸売物価4-5
pc1075,1058,17,本編,産業-経済,物価-賃金,卸売物価4-6
pc1076,1059,17,本編,産業-経済,物価-賃金,卸売物価4-6
pc1077,1060,17,本編,産業-経済,物価-賃金,卸売物価4-7
pc1078,1061,17,本編,産業-経済,物価-賃金,卸売物価4-7
pc1079,1062,17,本編,産業-経済,物価-賃金,卸売物価4-8
pc1080,1063,17,本編,産業-経済,物価-賃金,卸売物価4-8
pc1081,1064,17,本編,産業-経済,物価-賃金,卸売物価指数1-1
pc1082,1065,17,本編,産業-経済,物価-賃金,卸売物価指数1-1
pc1083,1066,17,本編,産業-経済,物価-賃金,卸売物価指数1-2
pc1084,1067,17,本編,産業-経済,物価-賃金,卸売物価指数1-2
pc1085,1068,17,本編,産業-経済,物価-賃金,小売物価
pc1086,1069,17,本編,産業-経済,物価-賃金,小売物価
pc1087,1070,17,本編,産業-経済,物価-賃金,主要品目小売価額1-1
pc1088,1071,17,本編,産業-経済,物価-賃金,主要品目小売価額1-1
pc1089,1072,17,本編,産業-経済,物価-賃金,主要品目小売価額1-2
pc1090,1073,17,本編,産業-経済,物価-賃金,主要品目小売価額1-2
pc1091,1074,17,本編,産業-経済,物価-賃金,小売物価指数
pc1092,1075,17,本編,産業-経済,物価-賃金,小売物価指数
pc1093,1076,17,本編,産業-経済,物価-賃金,業種別賃金表1
pc1094,1077,17,本編,産業-経済,物価-賃金,業種別賃金表1
pc1095,1078,17,本編,産業-経済,物価-賃金,業種別賃金表2-1
pc1096,1079,17,本編,産業-経済,物価-賃金,業種別賃金表2-1
pc1097,1080,17,本編,産業-経済,物価-賃金,業種別賃金表2-1
pc1098,1081,17,本編,産業-経済,物価-賃金,業種別賃金表2-1
pc1099,1082,17,本編,産業-経済,物価-賃金,業種別賃金表2-2
pc1100,1083,17,本編,産業-経済,物価-賃金,業種別賃金表2-2
pc1101,1084,17,本編,産業-経済,物価-賃金,業種別賃金表2-2
pc1102,1085,17,本編,産業-経済,物価-賃金,業種別賃金表2-2
pc1103,1086,17,空白,,,
pc1104,1087,18,章扉,社会-教育,,
pc1105,1088,18,本編,社会-教育,司法-警察,民事訴訟件数1_民事訴訟件数2
pc1106,1089,18,本編,社会-教育,司法-警察,民事訴訟件数1_民事訴訟件数2
pc1107,1090,18,本編,社会-教育,司法-警察,刑事訴訟件数1_刑事訴訟件数2_刑事訴訟件数3
pc1108,1091,18,本編,社会-教育,司法-警察,刑事訴訟件数1_刑事訴訟件数2_刑事訴訟件数3
pc1109,1092,18,本編,社会-教育,司法-警察,刑事訴訟件数1
pc1110,1093,18,本編,社会-教育,司法-警察,在監人員
pc1111,1094,18,本編,社会-教育,司法-警察,在監人員
pc1112,1095,18,本編,社会-教育,司法-警察,在監人員
pc1113,1096,18,本編,社会-教育,司法-警察,警察署及び警察職員
pc1114,1097,18,本編,社会-教育,司法-警察,警察署及び警察職員
pc1115,1098,19,本編,社会-教育,風俗,貸座敷数-芸娼妓数1
pc1116,1099,19,本編,社会-教育,風俗,貸座敷数-芸娼妓数2
pc1117,1100,19,本編,社会-教育,風俗,芸娼妓年齢別構成表
pc1118,1101,19,本編,社会-教育,風俗,芸娼妓年齢別構成表
pc1119,1102,20,本編,社会-教育,消防,火災件数1
pc1120,1103,20,本編,社会-教育,消防,火災件数2
pc1121,1104,20,本編,社会-教育,消防,消防組織(戦前1)_消防組織(戦前2)
pc1122,1105,20,本編,社会-教育,消防,消防組織(戦前1)_消防組織(戦前2)
pc1123,1106,20,本編,社会-教育,消防,消防組織(戦後)
pc1124,1107,20,本編,社会-教育,消防,消防組織(戦後)
pc1125,1108,20,本編,社会-教育,消防,大火小史
pc1126,1109,20,本編,社会-教育,消防,大火小史
pc1127,1110,21,本編,社会-教育,衛生,医療施設数及び医療従事者数(戦前)
pc1128,1111,21,本編,社会-教育,衛生,医療施設数及び医療従事者数(戦後)
pc1129,1112,21,本編,社会-教育,衛生,法定伝染病患者数及び死亡者数
pc1130,1113,21,本編,社会-教育,衛生,法定伝染病患者数及び死亡者数
pc1131,1114,21,本編,社会-教育,衛生,法定伝染病患者数及び死亡者数
pc1132,1115,21,本編,社会-教育,衛生,法定伝染病患者数及び死亡者数
pc1133,1116,21,本編,社会-教育,衛生,種痘人員1
pc1134,1117,21,本編,社会-教育,衛生,種痘人員2
pc1135,1118,21,本編,社会-教育,衛生,種痘人員2_痘そうの定期予防接種
pc1136,1119,21,本編,社会-教育,衛生,死因別死亡者数1
pc1137,1120,21,本編,社会-教育,衛生,死因別死亡者数2-1
pc1138,1121,21,本編,社会-教育,衛生,死因別死亡者数2-1
pc1139,1122,21,本編,社会-教育,衛生,死因別死亡者数2-1
pc1140,1123,21,本編,社会-教育,衛生,死因別死亡者数2-2_死因別死亡者数3
pc1141,1124,21,本編,社会-教育,衛生,死因別死亡者数2-2_死因別死亡者数3
pc1142,1125,21,本編,社会-教育,衛生,死因別死亡者数2-2_死因別死亡者数3
pc1143,1126,21,本編,社会-教育,衛生,年齢別死亡者数1_年齢別死亡者数3
pc1144,1127,21,本編,社会-教育,衛生,年齢別死亡者数2_年齢別死亡者数3
pc1145,1128,21,本編,社会-教育,衛生,年齢別死亡者数2_年齢別死亡者数3
pc1146,1130,22,本編,社会-教育,水道-電気-ガス,給水状況(戦前1)_給水状況(戦前2)
pc1147,1131,22,本編,社会-教育,水道-電気-ガス,給水状況(戦後)
pc1148,1132,22,本編,社会-教育,水道-電気-ガス,電灯-電力需要状況
pc1149,1133,22,本編,社会-教育,水道-電気-ガス,電灯-電力需要状況
pc1150,1134,22,本編,社会-教育,水道-電気-ガス,ガス供給状況
pc1151,1135,22,本編,社会-教育,水道-電気-ガス,ガス供給状況
pc1152,1136,23,本編,社会-教育,教育,学齢児童数-就学児童数-就学率
pc1153,1137,23,本編,社会-教育,教育,学齢児童数-就学児童数-就学率
pc1154,1138,23,本編,社会-教育,教育,幼稚園総覧1_幼稚園総覧2
pc1155,1139,23,本編,社会-教育,教育,幼稚園総覧1
pc1156,1140,23,本編,社会-教育,教育,小学校総覧1
pc1157,1141,23,本編,社会-教育,教育,小学校総覧1
pc1158,1142,23,本編,社会-教育,教育,小学校総覧1
pc1159,1143,23,本編,社会-教育,教育,小学校総覧1
pc1160,1144,23,本編,社会-教育,教育,小学校総覧2
pc1161,1145,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1162,1146,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1163,1147,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1164,1148,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1165,1149,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1166,1150,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1167,1151,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1168,1152,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1169,1153,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1170,1154,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1171,1155,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1172,1156,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1173,1157,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1174,1158,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1175,1159,23,本編,社会-教育,教育,各小学校別教員数-児童数1(公立)
pc1176,1160,23,本編,社会-教育,教育,各小学校別教員数-児童数1(私立)
pc1177,1161,23,本編,社会-教育,教育,各小学校別教員数-児童数1(私立)
pc1178,1162,23,本編,社会-教育,教育,各小学校別教員数-児童数1(私立)
pc1179,1163,23,本編,社会-教育,教育,各小学校別教員数-児童数1(私立)
pc1180,1164,23,本編,社会-教育,教育,各小学校別教員数-児童数1(私立)
pc1181,1165,23,本編,社会-教育,教育,各小学校別教員数-児童数1(私立)
pc1182,1166,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1183,1167,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1184,1168,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1185,1169,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1186,1170,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1187,1171,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1188,1172,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1189,1173,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1190,1174,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1191,1175,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1192,1176,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1193,1177,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1194,1178,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1195,1179,23,本編,社会-教育,教育,各小学校別教員数-児童数2(市立)
pc1196,1180,23,本編,社会-教育,教育,中学校
pc1197,1181,23,本編,社会-教育,教育,中学校_高等女学校
pc1198,1182,23,本編,社会-教育,教育,実業学校_高等女学校
pc1199,1183,23,本編,社会-教育,教育,実業学校
pc1200,1184,23,本編,社会-教育,教育,実業学校
pc1201,1185,23,本編,社会-教育,教育,実業補習学校
pc1202,1186,23,本編,社会-教育,教育,実業補習学校_青年学校
pc1203,1187,23,本編,社会-教育,教育,高等水産学校-師範学校
pc1204,1188,23,本編,社会-教育,教育,私立各種学校(戦前)
pc1205,1189,23,本編,社会-教育,教育,私立各種学校(戦前)
pc1206,1190,23,本編,社会-教育,教育,私立各種学校(戦前)
pc1207,1191,23,本編,社会-教育,教育,私立各種学校(戦前)
pc1208,1192,23,本編,社会-教育,教育,私立各種学校(戦前)
pc1209,1193,23,本編,社会-教育,教育,私立各種学校(戦前)
pc1210,1194,23,本編,社会-教育,教育,中学校総覧
pc1211,1195,23,本編,社会-教育,教育,高校総覧
pc1212,1196,23,本編,社会-教育,教育,大学
pc1213,1197,23,本編,社会-教育,教育,短期大学-高等専門学校
pc1214,1198,23,本編,社会-教育,教育,盲-聾-養護学校
pc1215,1199,23,本編,社会-教育,教育,盲-聾-養護学校
pc1216,1200,24,本編,社会-教育,兵事,兵員数及び徴兵人員数
pc1217,1201,24,本編,社会-教育,兵事,兵員数及び徴兵人員数